Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
J;"Teixeira, S; Gama, J; Amorim, P; Figueira, G";;;;"Teixeira, Sonia; Gama, Joao; Amorim, Pedro; Figueira, Goncalo";;;Trustability in Algorithmic Systems Based on Artificial Intelligence in the Public and Private Sectors;ERCIM NEWS;;;;;;;;;;;;Algorithmic systems based on artificial intelligence (AI) increasingly play a role in decision-making processes, both in government and industry. These systems are used in areas such as retail, finances, and manufacturing. In the latter domain, the main priority is that the solutions are interpretable, as this characteristic correlates to the adoption rate of users (e.g., schedulers). However, more recently, these systems have been applied in areas of public interest, such as education, health, public administration, and criminal justice. The adoption of these systems in this domain, in particular the data-driven decision models, has raised questions about the risks associated with this technology, from which ethical problems may emerge. We analyse two important characteristics, interpretability and trustability, of AI-based systems in the industrial and public domains, respectively.;;;;Gama, Joao/A-2070-2008;Gama, Joao/0000-0003-3357-1195;;;;;;;;;;;;0926-4981;1564-0094;;;;JUL;2020;;122;;;SI;;8;9;;;;;;;;;WOS:000580226800004;;;;;;
J;"Asgari, H; Kortelainen, J; Tahkola, M";;;;"Asgari, Hamid; Kortelainen, Juha; Tahkola, Mikko";;;Enhancing Technical Simulations with Machine Learning;ERCIM NEWS;;;;;;;;;;;;Artificial intelligence, machine learning and artificial neural networks are introducing interesting opportunities to engineering design as well as to monitoring and operations of systems and processes. Core and enabling technologies are evolving fast, with great potential for industrial applications. Machine learning, combined with simulation, can enable models that are both fast and sufficiently accurate to be used in new applications.;;;;;Tahkola, Mikko/0000-0002-3868-583X;;;;;;;;;;;;0926-4981;1564-0094;;;;JUL;2020;;122;;;SI;;16;17;;;;;;;;;WOS:000580226800009;;;;;;
J;"Maceda, GYC; Lusseyran, F; Noack, BR";;;;"Maceda, Guy Y. Cornejo; Lusseyran, Francois; Noack, Bernd R.";;;Taming Non-Linear Dynamics and Turbulence with Machine Learning Control;ERCIM NEWS;;;;;;;;;;;;Machine learning control is a model-free method based on artificial intelligence techniques to build optimal control laws exploiting non-linear dynamics in an unsupervised way. It is a game changer in discovering new dynamics for experiments and real-life applications.;;;;;;;;;;;;;;;;;0926-4981;1564-0094;;;;JUL;2020;;122;;;SI;;32;33;;;;;;;;;WOS:000580226800019;;;;;;
J;"Bernijazov, R; Ozcan, L; Dumitrescu, R";;;;"Bernijazov, Ruslan; Oezcan, Leon; Dumitrescu, Roman";;;AI Marketplace - The Ecosystem for Artificial Intelligence in Product Creation;ERCIM NEWS;;;;;;;;;;;;Artificial Intelligence (AI) is one of the key technologies of the future and can provide substantial efficiency and productivity gains for product creation. However, manufacturing companies often lack sufficient expertise to take advantage of AI's potential. The AI marketplace will address this challenge by creating an ecosystem for artificial intelligence in product creation.;;;;;;;;;;;;;;;;;0926-4981;1564-0094;;;;JUL;2020;;122;;;SI;;36;37;;;;;;;;;WOS:000580226800022;;;;;;
J;"Basina, N; Patkos, T; Plexousakis, D";;;;"Basina, Nena; Patkos, Theodore; Plexousakis, Dirnitris";;;ECAVI: a Teaching Assistant for Reasoning about Actions and Change;ERCIM NEWS;;;;;;;;;;;;Reasoning about actions, change and causality constitutes an important field of research in artificial intelligence. A visual representation of the main concepts involved while encoding logic programs can help knowledge engineers better understand the semantics. The ECAVI modelling tool aims to acquaint inexperienced modellers with the main features of common sense reasoning, guiding them during the process, through a meta-modelling platform and with the help of a state-of-the-art reasoner.;;;;;;;;;;;;;;;;;0926-4981;1564-0094;;;;JUL;2020;;122;;;SI;;54;55;;;;;;;;;WOS:000580226800034;;;;;;
J;"Groen, M; Piersma, N";;;;"Groen, Maarten; Piersma, Nanda";;;Observing Taxi Behaviour at Charging Stations and Taxi Stands Using Image Recognition;ERCIM NEWS;;;;;;;;;;;;City authorities want to know how to match the charging infrastructures for electric vehicles with the demand. Using camera recognition algorithms from artificial intelligence we investigated the behavior of taxis at a charging stations and a taxi stand.;;;;;;;;;;;;;;;;;0926-4981;1564-0094;;;;JUL;2020;;122;;;SI;;56;57;;;;;;;;;WOS:000580226800035;;;;;;
J;Chebanov, DK;;;;Chebanov, D. K.;;;On the Features of Implementation of the Solver of the JSM Method for Intellectual Data Analysis;AUTOMATIC DOCUMENTATION AND MATHEMATICAL LINGUISTICS;;;;;;;;;;;;The software implementation of the procedures of the JSM method of automated support of scientific research, which has been repeatedly used to solve problems associated with the prognosis of diseases based on various data, including genomic data, is considered. Attention is paid to techniques for optimizing memory usage and reducing computation time, including the organization of parallel execution of procedures. Development was conducted in python 3.7. Due to the described optimization, the computational procedure time was reduced by more than 20 times.;;;;;;;;;;;;;;;;;0005-1055;1934-8371;;;;JUL;2020;54;4;;;;;196;201;;10.3103/S0005105520040020;;;;;;;WOS:000580997400002;;;;;;
J;"Zholdoyakova, GE; Kassimbekova, MA; Utarbayeva, GK; Satkaliyeva, TS; Nurgaliyeva, ZE";;;;"Zholdoyakova, G. E.; Kassimbekova, M. A.; Utarbayeva, G. K.; Satkaliyeva, T. S.; Nurgaliyeva, Zh E.";;;ORGANIZING EFFECTIVE INTERACTION WITH REMOTE PERSONNEL AS A FACTOR OF ECONOMIC RATIONALITY;NEWS OF THE NATIONAL ACADEMY OF SCIENCES OF THE REPUBLIC OF KAZAKHSTAN-SERIES OF GEOLOGY AND TECHNICAL SCIENCES;;;;;;;;;;;;The modem labor market is rapidly changing. Today, software integrated with each other, understandable for the average user with advanced communication capabilities, management and control functions, is in high demand. Routine tasks are being automated at all levels of management, and the influence of information technology and artificial intelligence development trends on all areas of the business and its participants is becoming global. Remote employment in a pandemic is relevant and represents a work process carried out outside the traditional place of work and involving interaction with the employer through telecommunication and information technologies. Both the employer and the employee have advantages and disadvantages in the application and use of remote work. How effective it is in this particular case, it is up to each employer to decide on the direction of the organization, the category of personnel and the goals facing the company. The authors proposed ways of effective interaction with remote personnel.;;;;;;;;;;;;;;;;;2224-5278;2518-170X;;;;JUL-AUG;2020;;4;;;;;119;123;;10.32014/2020.2518-1483.98;;;;;;;WOS:000579543000018;;;;;;
J;Farruggia, F;;;;Farruggia, Francesca;;;ARTIFICIAL INTELLIGENCE AND HUMAN IRRESPONSIBILITY: THE CASE OF LETHAL AUTONOMOUS WEAPONS;PONTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0032-423X;;;;;JUL-AUG;2020;76;4;;;;;45;50;;;;;;;;;WOS:000576808300007;;;;;;
J;Hutchinson, W;;;;Hutchinson, William;;;Deceiving Autonomous Drones;INTERNATIONAL JOURNAL OF CYBER WARFARE AND TERRORISM;;;;;17th Australian Cyber Warfare Conference (CWAR);OCT 10-11, 2018;Deaking Univ Ctr Cyber Secur Res & Innovat, Melbourne, AUSTRALIA;Australian Informat Secur Assoc Melbourne;Deaking Univ Ctr Cyber Secur Res & Innovat;;;This speculative article examines the concept of deceiving autonomous drones that are controlled by artificial intelligence (AI) and can work without operational input from humans. This article examines the potential of autonomous drones, their implications and how deception could possibly be a defence against them and /or a means of gaining advantage. It posits that officially, no truly autonomous drone is operational now, yet the development of AI and other technologies could expand the capabilities of these devices, which will inevitably confront society with a number of deep ethical, legal, and philosophical issues. The article also examines the impact of autonomous drones and their targets in terms of the power/deception nexus. The impact of surveillance and kinetic impacts on the target populations is investigated. The use of swarms can make deception more difficult although security can be breached. The Internet of Things can be considered as based on the same model as a swarm and its impact on human behaviour indicates that deception or perhaps counter-deception should be considered as a defence. Finally, the issues raised are outlined. However, this article does not provide definitive answers but, hopefully, exposes a number of issues that will stimulate further discussion and research in this general area.;;;;;;;;;;;;;;;;;1947-3435;1947-3443;;;;JUL-SEP;2020;10;3;;;;;1;14;;10.4018/IJCWT.2020070101;;;;;;;WOS:000574605400002;;;;;;
J;"Kuteynikov, D; Izhaev, O; Lebedev, V; Zenin, S";;;;"Kuteynikov, Dmitry; Izhaev, Osman; Lebedev, Valerian; Zenin, Sergey";;;LEGAL REGULATION OF AUTONOMOUS TECHNICAL MEANS: MAIN CHALLENGES AND RELATED APPROACHES;REVISTA INCLUSIONES;;;;;;;;;;;;The article studies some legal issues associated with the newly formed ability of technical means (physical and virtual entities) to independently make legally relevant decisions. The authors of the article have considered the issues of legal identity, algorithmic transparency and accountability, the atmosphere of trust, moral choice and emotional connection between a person and a machine since they are interdependent and somehow affect all types of autonomous technical means. This article proves that autonomous technical means resulted from the Fourth Industrial Revolution are qualitatively different from traditional objects of law (material and non-material). While preparing the article, the authors used methods of collecting and studying isolated facts, generalization, scientific abstraction, legal methods and methods of objectivity, specificity and pluralism. They have concluded that the existing approaches to the legal regulation of autonomous technical means depend on the type of technology, type of technological products or their field of application. The article proposes an alternative approach that develops new legal regulation based on cross-cutting legal issues arising from the fact that modern technical means become autonomous. This approach enables to put forward and substantiate the following thesis: to establish stable and balanced regulation, it is advisable to develop a legal regime that provides for specific control over legal relations and a special set of legal means.;;;;Kuteynikov, Dmitry/AAA-1018-2019;Kuteynikov, Dmitry/0000-0003-1448-3085;;;;;;;;;;;;0719-4706;;;;;JUL-SEP;2020;7;;;;SI;;346;356;;;;;;;;;WOS:000572957200029;;;;;;
J;"Pshava, VV; Babenko, IA; Pletnev, VV; Sokolov, AB; Primak, YS";;;;"Pshava, Veronika Viktorovna; Babenko, Irina Andreyevna; Pletnev, Vyacheslav Vitalievich; Sokolov, Aleksandr Borisovich; Primak, Yana Sergeevna";;;THE POSSIBILITY OF USING ARTIFICIAL INTELLIGENCE IN LEGAL PROCEEDINGS OF CONTEMPORARY RUSSIA;REVISTA INCLUSIONES;;;;;;;;;;;;The research deals with the analysis of artificial intelligence as an integral part of the contemporary effective activity of judicial bodies, which, despite all the positive aspects of its functioning, is not a reason for rejecting the activities of officials in the judicial practice. The purpose of studying the possibilities of implementing artificial intelligence in the legal proceedings of contemporary Russia and the prospects for its application in this area is directly related to the need to develop and improve the regulatory framework. The analysis of modern scientific views on the possibility of using artificial intelligence in Russian court proceedings shows that there are opposed opinions concerning the forms and prospects of such use - from solving purely technical problems as an intelligent electronic assistant to the judge to replacing completely the judge in the administration of justice. According to the authors, at the present development stage of the Russian state, it is too early to talk about replacing the judge with artificial intelligence, while in the context of individual situations, it is impossible. The article compares examples of using the capabilities of artificial intelligence in the judicial activity of foreign countries and analyzes the main provisions of international acts that enshrine the ethical principles of the use of artificial intelligence in the judicial systems of European countries. In this article, the authors think about the prospects for implementing artificial intelligence in court proceedings of contemporary Russia, its effectiveness, as well as methods and approaches to this process, noting both beneficial and negative aspects of such implementation.;;;;;;;;;;;;;;;;;0719-4706;;;;;JUL-SEP;2020;7;;;;SI;;396;405;;;;;;;;;WOS:000572957200034;;;;;;
J;"Vinichenko, MV; Rybakova, MV; Nikiporets-Takigawa, GY; Chulanova, OL; Ljapunova, NV";;;;"Vinichenko, Mikhail V.; Rybakova, Marina, V; Nikiporets-Takigawa, Galina Y.; Chulanova, Oxana L.; Ljapunova, Natalia, V";;;The Influence of Artificial Intelligence on the Human Potential Development: The Views of Orthodox Clergy and Parishioners;CUESTIONES POLITICAS;;;;;;;;;;;;The article discusses the nature of the influence of artificial intelligence on the development of human potential from the point of view of the Orthodox clergy and their parishioners. Methodologically, surveys and statistics were used to find out the opinion of the study subjects. A common phenomenon in the study was a unique consolidated position of all categories of Orthodox respondents on the danger that artificial intelligence represents. Most Orthodox are concerned about the unpredictability of creating and using artificial intelligence, especially in a pandemic. The authors considered the position of clergy, parishioners with and without a church on the nature of artificial intelligence's influence on human potential, the threats and risks to humans that come from artificial intelligence. The main advantage of the work is the results obtained on the basis of the comparative analysis of the positions of different categories of orthodox respondents on the nature of the influence of artificial intelligence on the development of human potential. In conclusion, the results can be used to develop a categorical-conceptual apparatus, to systematize knowledge about the use of artificial intelligence in the social and spiritual spheres.;;;;Lyapunova, Natalia/Y-7876-2019;Lyapunova, Natalia/0000-0003-1341-2090;;;;;;;;;;;;0798-1406;;;;;JUL-DEC;2020;37;65;;;;;400;418;;10.46398/cuestpol.3865.27;;;;;;;WOS:000572132600028;;;;;;
J;"Hameed, BZ; Patil, V; Shetty, D; Naik, N; Nagaraj, N; Sharma, D";;;;"Zeeshan Hameed, B.; Patil, Vathsala; Shetty, Dasharathraj; Naik, Nithesh; Nagaraj, Nikhil; Sharma, Disha";;;Use of artificial intelligence-based computer vision system to practice social distancing in hospitals to prevent transmission of COVID-19;INDIAN JOURNAL OF COMMUNITY MEDICINE;;;;;;;;;;;;;;;;;Hameed, BM Zeeshan/0000-0002-2904-351X;;;;;;;;;;;;0970-0218;1998-3581;;;;JUL-SEP;2020;45;3;;;;;379;380;;10.4103/ijcm.IJCM_366_20;;;;;;;WOS:000570940300030;;;;;;
J;"Bui, P; Jain, A; Liu, Y";;;;"Bui, Peggy; Jain, Ayush; Liu, Yuan";;;USING ARTIFICIAL INTELLIGENCE TO IMPROVE THE DIAGNOSTIC ACCURACY OF SKIN CONDITIONS IN PRIMARY CARE SETTINGS;JOURNAL OF GENERAL INTERNAL MEDICINE;;;;;Annual National Meeting of the Society-of-General-Internal-Medicine (SGIM);MAY 06-09, 2020;Birmingham, AL;Soc Gen Internal Med;;;;;;;;;;;;;;;;;;;;;0884-8734;1525-1497;;;;JUL;2020;35;SUPPL 1;;1;SI;;S698;S699;;;;;;;;;WOS:000567143602221;;;;;;
J;"Liu, Y; Liu, Y; Bui, P";;;;"Liu, Yuan; Liu, Yun; Bui, Peggy";;;USING ARTIFICIAL INTELLIGENCE TO INFORM A DIFFERENTIAL DIAGNOSIS FOR SKIN COMPLAINTS;JOURNAL OF GENERAL INTERNAL MEDICINE;;;;;Annual National Meeting of the Society-of-General-Internal-Medicine (SGIM);MAY 06-09, 2020;Birmingham, AL;Soc Gen Internal Med;;;;;;;;;;;;;;;;;;;;;0884-8734;1525-1497;;;;JUL;2020;35;SUPPL 1;;1;SI;;S314;S315;;;;;;;;;WOS:000567143601061;;;;;;
J;Shiller, AV;;;;Shiller, Alexandra, V;;;The Place of the Ethical System in the Architecture of Artificial Intelligence;TOMSK STATE UNIVERSITY JOURNAL;;;;;;;;;;;;"The aim of the article is to analyze the existing views on the need to develop an ethical system for artificial intelligence and to identify methodological difficulties arising from the implementation of the idea of ethical AI. The article presents arguments in favor of the relevance and importance of creating an ethical system or a set of rules of ethics and morality for an artificial agent. The stated ideas are based on the research of theorists and philosophers of AI, as well as on the results of the author's analysis of documents: current ethical codes of a number of companies and states (MIT Moral Machine, IBM Watson, Mercedes Benz autonomous cars' code, Code of Ethics for autonomous vehicles of the Government of Germany, analysis of the work of Tay and Zo chat bots from Microsoft). The article describes some methodological difficulties arising in the development of an ethical system for artificial intelligence. The complexity or impossibility of formalizing morality in a form accessible for processing by computer programs stand out among the difficulties. For example, it is challenging to describe morality in a quantitative format; put restrictions on the purity and amount of data for training the system-training on real data of people's behavior will lead to unpredictable results, since people do not tend to make decisions based on logic or rational arguments. There is a problem of data opacity or black box-the inability to trace the decision-making process of the neural network due to its extreme complexity. There is a need for an emotional system in the architecture of ethical AI; the presence of such a system makes AI more humanlike and brings in elements of negligence and errors, which is necessary when requesting to create an anthropomorphic AI. In addition, the issue of legal liability for the actions of AI and the legal status of AI in the future is raised. The levels at which AI and ethics are connected and interact with each other are revealed: the level of technical/algorithmic integration of ethics into the intellectual system; the level of regulatory and engineering methods for analyzing and evaluating ethical issues; the level of action codes, standards and certification processes, which allows developers and users to interact with AI in real time. As a conclusion, it is noted that due to the increasing involvement of AI in the everyday life of people, the development of an ethical system for AI is no longer just a matter of theoretical studies, but becomes an urgent problem with the ability to use research results or check ideas in practice. In the development of the methodology and architecture of AI systems, a great role belongs to philosophy as a source of many ethical programs and principles; therefore, philosophers need to participate in the interdisciplinary research of existing AI systems and in the development of new ones.";;;;;;;;;;;;;;;;;1561-7793;1561-803X;;;;JUL;2020;;456;;;;;99;103;;10.17223/15617793/456/11;;;;;;;WOS:000569080700011;;;;;;
J;"Zhou, ZZ; Xie, XQ; Zhou, AL; Yang, ZJ; Nabeel, M; Deng, YJ; Feng, ZX; Zheng, XL; Fang, ZW";;;;"Zhou, Zhenzhong; Xie, Xueqin; Zhou, Alex L.; Yang, Zongjin; Nabeel, Muhammad; Deng, Yongjie; Feng, Zhongxiong; Zheng, Xiaoling; Fang, Zhiwen";;;Dr.J: An Artificial Intelligence Powered Ultrasonography Breast Cancer Preliminary Screening Solution;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;;;;;;;;;;;;Breast cancer ranks top incidence rate among all malignant tumors for women, globally. Early detection through regular preliminary screening is critical to decreasing the breast cancer's fatality rate. However, the promotion of preliminary screening faces major limitations of human diagnosis capacity, cost, and technical reliability in China and most of the world. To meet these challenges, we developed a solution featuring an innovative division of labor model by incorporating artificial intelligence (AI) with ultrasonography and cloud computing. The objective of this research was to develop a solution named Dr.J, which applies AI to process real-time video live feed from ultrasonography, which is physically safe and more suitable for Asian women. It can automatically detect and highlight the suspected breast cancer lesions and provide BI-RADS (Breast Imaging-Reporting and Data System) ratings to assist human diagnosis. Dr.J does not require its frontline operators to have prior medical or IT background and thus significantly lowers manpower threshold for preliminary screening promotion. Furthermore, its cloud computing platform can store detailed breast cancer data such as images and BI-RADS ratings for further essential needs in medical treatment, research and health management, etc. as well as establishing a hierarchy medical service network for this disease. Therefore, Dr.J significantly enhances the availability and accessibility of preliminary screening service for breast cancer at grassroots.;;;;;;;;;;;;;;;;;2158-107X;2156-5570;;;;JUL;2020;11;7;;;;;9;16;;;;;;;;;WOS:000568850200003;;;;;;
J;"Aqab, S; Tariq, MU";;;;"Aqab, Sara; Tariq, Muhammad Usman";;;Handwriting Recognition using Artificial Intelligence Neural Network and Image Processing;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;;;;;;;;;;;;Due to increased usage of digital technologies in all sectors and in almost all day to day activities to store and pass information, Handwriting character recognition has become a popular subject of research. Handwriting remains relevant, but people still want to have Handwriting copies converted into electronic copies that can be communicated and stored electronically. Handwriting character recognition refers to the computer's ability to detect and interpret intelligible Handwriting input from Handwriting sources such as touch screens, photographs, paper documents, and other sources. Handwriting characters remain complex since different individuals have different handwriting styles. This paper aims to report the development of a Handwriting character recognition system that will be used to read students and lectures Handwriting notes. The development is based on an artificial neural network, which is a field of study in artificial intelligence. Different techniques and methods are used to develop a Handwriting character recognition system. However, few of them focus on neural networks. The use of neural networks for recognizing Handwriting characters is more efficient and robust compared with other computing techniques. The paper also outlines the methodology, design, and architecture of the Handwriting character recognition system and testing and results of the system development. The aim is to demonstrate the effectiveness of neural networks for Handwriting character recognition.;;;;;;;;;;;;;;;;;2158-107X;2156-5570;;;;JUL;2020;11;7;;;;;137;146;;;;;;;;;WOS:000568850200020;;;;;;
J;"Almaghthawi, A; Bourennani, F; Khan, IR";;;;"Almaghthawi, Ahmed; Bourennani, Farid; Khan, Ishtiaq Rasool";;;Differential Evolution-based Approach for Tone-Mapping of High Dynamic Range Images;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;;;;;;;;;;;;Recently, high dynamic range (HDR) imaging has received significant attention from research community as well as the industrial companies due to valuable applications of HDR images in better visualization and analysis. However, HDR images need to be converted to low dynamic range (LDR) images for viewing on standard LDR display screens. Several tone-mapping operators have been proposed for the conversion, however, so far, no significant works have been reported employing artificial intelligence to achieve better enhancement of the output images. In this paper, we present an optimization-based approach, to enhance the quality of the tone-mapped LDR images using metaheuristics. More specifically, the optimization process is based on the differential evolution (DE) algorithm which takes tone-mapping function of an existing histogram-based method as initial guess and refines the histogram bins iteratively leading to progressive enhancement of the quality of LDR image. The final results produced by the proposed optimized histogram-based approach (OHbA) showed better performance compared to the existing state-of-the-art tone-mapping algorithms.;;;;;;;;;;;;;;;;;2158-107X;2156-5570;;;;JUL;2020;11;7;;;;;341;347;;;;;;;;;WOS:000568850200046;;;;;;
J;"Tran, PQ; Trieu, NT; Dao, NV; Nguyen, HT; Huynh, HX";;;;"Phuc Quang Tran; Ngoan Thanh Trieu; Nguyen Vu Dao; Hai Thanh Nguyen; Hiep Xuan Huynh";;;Effective Opinion Words Extraction for Food Reviews Classification;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;;;;;;;;;;;;Opinion mining (known as sentiment analysis or emotion Artificial Intelligence) holds important roles for e-commerce and benefits to numerous business and organizations. It studies the use of natural language processing, text analysis, computational linguistics, and biometrics to provide us business valuable insights into how people feel about our product brand or service. In this study, we investigate reviews from Amazon Fine Food Reviews dataset including about 500,000 reviews and propose a method to transform reviews into features including Opinion Words which then can be used for reviews classification tasks by machine learning algorithms. From the obtained results, we evaluate useful Opinion Words which can be informative to identify whether the review is positive or negative.;;;;;;;;;;;;;;;;;2158-107X;2156-5570;;;;JUL;2020;11;7;;;;;421;426;;;;;;;;;WOS:000568850200056;;;;;;
J;"Alico, JN; Ouattara, S; Clement, A";;;;"Alico, J. Nango; Ouattara, Sie; Clement, Alain";;;A New Strategy for the Morphological and Colorimetric Recognition of Erythrocytes for the Diagnosis of Forms of Anemia based on Microscopic Color Images of Blood Smears;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;;;;;;;;;;;;The detection of red blood cells based on morphology and colorimetric appearance is very important in improving hematology diagnostics. There are automatons capable of detecting certain forms, but these have limitations with regard to the formal identification of red blood cells because they consider certain cells to be red blood cells when they are not and vice versa. Other automata have limitations in their operation because they do not cover a sufficient area of the blood smear. In spite of their performance, biologists have very often resorted to the manual analysis of blood smears under an optical microscope for a morphological and colorimetric study. In this paper, we present a new strategy for semi-automatic identification of red blood cells based on their isolation, their automatic color segmentation using Otsu's algorithm and their morphology. The algorithms of our method have been implemented in the programming environment of the scientific software MATLAB resulting in an artificial intelligence application. The application, once launched, allows the biologist to select a region of interest containing the erythrocyte to be characterized, then a set of attributes are computed extracted from this target red blood cell. These attributes include compactness, perimeter, area, morphology, white and red proportions of the erythrocyte, etc. The types of anemia treated in this work concern the iron-deficiency, sickle-cell or falciform, thalassemia, hemolytic, etc. forms. The results obtained are excellent because they highlight different forms of anemia contracted in a patient.;;;;;;;;;;;;;;;;;2158-107X;2156-5570;;;;JUL;2020;11;7;;;;;488;497;;;;;;;;;WOS:000568850200063;;;;;;
J;"Alfifi, M; Alrahhal, MS; Bataineh, S; Mezher, M";;;;"Alfifi, Mona; Alrahhal, Mohamad Shady; Bataineh, Samir; Mezher, Mohammad";;;Enhanced Artificial Intelligence System for Diagnosing and Predicting Breast Cancer using Deep Learning;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;;;;;;;;;;;;Breast cancer is the leading cause of death among women with cancer. Computer-aided diagnosis is an efficient method for assisting medical experts in early diagnosis, improving the chance of recovery. Employing artificial intelligence (AI) in the medical area is very crucial due to the sensitivity of this field. This means that the low accuracy of the classification methods used for cancer detection is a critical issue. This problem is accentuated when it comes to blurry mammogram images. In this paper, convolutional neural networks (CNNs) are employed to present the traditional convolutional neural network (TCNN) and supported convolutional neural network (SCNN) approaches. The TCNN and SCNN approaches contribute by overcoming the shift and scaling problems included in blurry mammogram images. In addition, the flipped rotation-based approach (FRbA) is proposed to enhance the accuracy of the prediction process (classification of the type of cancerous mass) by taking into account the different directions of the cancerous mass to extract effective features to form the map of the tumour. The proposed approaches are implemented on the MIAS medical dataset using 200 mammogram breast images. Compared to similar approaches based on KNN and RF, the proposed approaches show better performance in terms of accuracy, sensitivity, spasticity, precision, recall, time of performance, and quality of image metrics.;;;;;Mezher, Mohd/0000-0003-3607-5701;;;;;;;;;;;;2158-107X;2156-5570;;;;JUL;2020;11;7;;;;;498;513;;;;;;;;;WOS:000568850200064;;;;;;
J;"Abadi, C; Manssouri, I; Abadi, A";;;;"Abadi, Chaimae; Manssouri, Imad; Abadi, Asmae";;;An Artificial Intelligent based System to Automate Decision Making in Assembly Solution Design;INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS;;;;;;;;;;;;Nowadays, competitiveness between industries has become very strong. Thus, industries are faced to serious challenges in terms of products qualities, time development and production cost. As assembly operations difficulties cause a big part of production problems, the integration of assembly selection since the earlier product life cycle phases has become a necessity for every company in order to survive. However, despite the large number of approaches that have been proposed in order to achieve this integration goal, many other problems are still present. It is in this context that a flexible and automated decision making system is proposed. It is based on ontologies and also on the Case Based Reasoning (CBR) and Rule Based Reasoning (RBR) concepts. Indeed, this system is an automation of the integrated DFMMA approach, in particular its assembly solution selection methodology. The developed system permits to designers avoiding the redundancy in the works by benefiting from their previous studies and their experience. In addition to that, it facilitates and automates the assembly solution selection even if the number of assembly alternatives is high. Finally, to illustrate the efficacy of the proposed system, a case of study is developed in the end of the work.;;;;;;;;;;;;;;;;;2158-107X;2156-5570;;;;JUL;2020;11;7;;;;;586;603;;;;;;;;;WOS:000568850200073;;;;;;
J;"Li, ZY; Rau, PLP; Huang, DL";;;;"Li, Ziyang; Rau, Pei-Luen Patrick; Huang, Dinglong";;;Who Should Provide Clothing Recommendation Services: Artificial Intelligence or Human Experts?;JOURNAL OF INFORMATION TECHNOLOGY RESEARCH;;;;;;;;;;;;"In this study, we investigated users' subjective attitudes (e.g., acceptance and perceived ease of use) towards artificial intelligence (AI) recommendation services and compared them with human expert recommendation services before and after use. Our experiments used fashion street snaps and online product images. The obtained experimental results indicated that the acceptance of the human expert recommendation service was higher than that of the AI recommendation service before use; however, they were similar after use in the case of both fashion street snaps and online product images. Furthermore, the perceived trustworthiness and perceived expertise of the AI and human expert recommendation services were also the same. In terms of ease of use, the AI recommendation service was perceived to be easier to use than the human expert recommendation service.";;;;;;;;;;;;;;;;;1938-7857;1938-7865;;;;JUL-SEP;2020;13;3;;;;;113;125;;10.4018/JITR.2020070107;;;;;;;WOS:000566766300007;;;;;;
J;"Madani, Y; Erritali, M; Bengourram, J; Sailhan, F";;;;"Madani, Youness; Erritali, Mohammed; Bengourram, Jamaa; Sailhan, Francoise";;;Social Network Analysis: Transforming a Black and White Approach Into a Grey Approach Using Fuzzy Logic System;JOURNAL OF INFORMATION TECHNOLOGY RESEARCH;;;;;;;;;;;;Sentiment analysis has become an important field in scientific research in recent years. The goal is to extract opinions and sentiments from written text using artificial intelligence algorithms. In this article, we propose a new approach for classifying Twitter data into classes (positive, negative, and neutral). The proposed method is based on two approaches, a dictionary-based approach using the sentimental dictionary SentiWordNet, and an approach based on the fuzzy logic system (fuzzification, rule inference, and defuzzification). Experimental results show that our approach outperforms some other approaches in the literature and that by using the fuzzy logic we improve the quality of the classification.;;;;MADANI, Youness/L-4698-2018;MADANI, Youness/0000-0001-9363-7147;;;;;;;;;;;;1938-7857;1938-7865;;;;JUL-SEP;2020;13;3;;;;;142;155;;10.4018/JITR.2020070109;;;;;;;WOS:000566766300009;;;;;;
