Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
S;"Kohout, K; Nahodil, P";Dubois, DM;;;"Kohout, Karel; Nahodil, Pavel";Dubois, DM;;Reactively and Anticipatory Behaving Agents for Artificial Life Simulations;COMPUTING ANTICIPATORY SYSTEMS;AIP Conference Proceedings;;;;9th International Conference on Computing Anticipatory Systems;AUG 03-08, 2009;Univ Liege, Liege, BELGIUM;ASBL, Ctr Hyperincurs & Anticipat Ordered Syst, Natl Fund Sci Res, Univ Liege, HEC Management Sch, Euro View Serv SA, Hotel Ville Liege;Univ Liege;;;Reactive behavior is still considered and the exact opposite for the anticipatory one. Despite the advances on the field of anticipation there are little thoughts on relation with the reactive behavior, the similarities and where the boundary is. In this article we will present our viewpoint and we will try to show that reactive and anticipatory behavior can be combined. This is the basic ground of our unified theory for anticipatory behavior architecture. We still miss such compact theory, which would integrate multiple aspects of anticipation. My multi-level anticipatory behavior approach is based on the current understanding of anticipation from both the artificial intelligence and biology point of view. As part of the explanation we will also elaborate on the topic of weak and strong artificial life. Anticipation is not matter of a single mechanism in a living organism. It was noted already that it happens on many different levels even in the very simple creatures. What we consider to be important for our work and what is our original though is that it happens even without voluntary control. We believe that this is novelty though for the anticipation theory. Naturally research of anticipation was in the beginning of this decade focused on the anticipatory principles bringing advances on the field itself. This allowed us to build on those, look at them from higher perspective, and use not one but multiple levels of anticipation in a creature design. This presents second original though and that is composition of the agent architecture that has anticipation built in almost every function. In this article we will focus only on first two levels within the 8-factor anticipation framework. We will introduce them as defined categories of anticipation and describe them from theory and implementation algorithm point of view. We will also present an experiment conducted, however this experiment serves more as explanatory example. These first two levels may seem trivial, but growing interest in implicit anticipation and reactive anticipation in last two years suggest that this is worthwhile topic. The simplicity of them is intentional to demonstrate our way of thinking and understanding of the topic. The comparison with other results is possible only when these levels are integrated into the complex architecture, as will be shown below that can also act as standalone.;;;;;;;;;;;;;;;;;0094-243X;;978-0-7354-0858-6;;;;2010;1303;;;;;;84;92;;;;;;;;;WOS:000287168400009;;;;;;
S;"Schreiber, L; Sommer, H";Dubois, DM;;;"Schreiber, Lothar; Sommer, Hanns";Dubois, DM;;Can Mathematics be Justified by Natural Logic?;COMPUTING ANTICIPATORY SYSTEMS;AIP Conference Proceedings;;;;9th International Conference on Computing Anticipatory Systems;AUG 03-08, 2009;Univ Liege, Liege, BELGIUM;ASBL, Ctr Hyperincurs & Anticipat Ordered Syst, Natl Fund Sci Res, Univ Liege, HEC Management Sch, Euro View Serv SA, Hotel Ville Liege;Univ Liege;;;Charles Darwin claimed that the forms and the behaviour of living beings can be explained from their will to survive. But what are the consequences of this idea for humans knowledge, their theories of nature and their mathematics? We discuss the view that even Plato's objective world of mathematical objects does not exist absolutely, without the intentions of mathematicians. Using Husserl's Phenomenological Method, cognition can be understood as a process by which meaning is deduced from empirical data relative to intentions. Thereby the essential structure of any cognition process can be detected and this structure is mirrored in logic. A natural logic becomes the direct result of cognition. Only in a second step, mathematics is obtained by abstraction from natural logic. In this way mathematics gains a well-defined foundation and is no longer part of a dubious 'a-priori knowledge' (Kant). This access to mathematics offers a new look on many old problems, e.g. the Petersburg problem and the problem 'P=NP?'. We demonstrate that this new justification of mathematics has also important applications in Artificial Intelligence. Our method provides a procedure to construct an adequate logic to solve most efficiently the problems of a given problem class. Thus, heuristics can be tailor-made for the necessities of applications.;;;;;;;;;;;;;;;;;0094-243X;;978-0-7354-0858-6;;;;2010;1303;;;;;;189;198;;;;;;;;;WOS:000287168400021;;;;;;
S;"de Carvalho, FR; Abe, JM";Dubois, DM;;;"de Carvalho, Fabio Romeu; Abe, Jair Minoro";Dubois, DM;;A Simplified Version of the Fuzzy Decision Method and its Comparison with the Paraconsistent Decision Method;COMPUTING ANTICIPATORY SYSTEMS;AIP Conference Proceedings;;;;9th International Conference on Computing Anticipatory Systems;AUG 03-08, 2009;Univ Liege, Liege, BELGIUM;ASBL, Ctr Hyperincurs & Anticipat Ordered Syst, Natl Fund Sci Res, Univ Liege, HEC Management Sch, Euro View Serv SA, Hotel Ville Liege;Univ Liege;;;"Two recent non-classical logics have been used to make decision: fuzzy logic and paraconsistent annotated evidential logic Et. In this paper we present a simplified version of the fuzzy decision method and its comparison with the paraconsistent one. Paraconsistent annotated evidential logic Et, introduced by Da Costa, Vago and Subrahmanian (1991), is capable of handling uncertain and contradictory data without becoming trivial. It has been used in many applications such as information technology, robotics, artificial intelligence, production engineering, decision making etc. Intuitively, one Et logic formula is type p((a, b)), in which a and b belong to [0, 1] (real interval) and represent respectively the degree of favorable evidence (or degree of belief) and the degree of contrary evidence (or degree of disbelief) found in p. The set of all pairs (a; b), called annotations, when plotted, form the Cartesian Unitary Square (CUS). This set, containing a similar order relation of real number, comprises a network, called lattice of the annotations. Fuzzy logic was introduced by Zadeh (1965). It tries to systematize the knowledge study, searching mainly to study the fuzzy knowledge (you don't know what it means) and distinguish it from the imprecise one (you know what it means, but you don't know its exact value). This logic is similar to paraconsistent annotated one, since it attributes a numeric value (only one, not two values) to each proposition (then we can say that it is an one-valued logic). This number translates the intensity (the degree) with which the preposition is true. Let's X a set and A, a subset of X, identified by the function f(x). For each element x is an element of X, you have y = f(x) is an element of [0, 1] The number y is called degree of pertinence of x in A. Decision making theories based on these logics have shown to be powerful in many aspects regarding more traditional methods, like the one based on Statistics. In this paper we present a first study for a simplified version of decision making theory based on Fuzzy Logic (SVMFD) and a comparison with the Paraconsistent Decision Method (PDM) based on Paraconsistent Annotated Evidential Logic E tau, already presented and summarized in this paper. An example showing the two methods is presented in the paper, as well as a comparison between them.";;;;Abe, Jair Minoro/C-6997-2013;Abe, Jair Minoro/0000-0003-2088-9065;;;;;;;;;;;;0094-243X;;978-0-7354-0858-6;;;;2010;1303;;;;;;216;235;;;;;;;;;WOS:000287168400024;;;;;;
S;Dubois, DM;Dubois, DM;;;Dubois, Daniel M.;Dubois, DM;;Natural and Artificial Intelligence, Language, Consciousness, Emotion, and Anticipation;COMPUTING ANTICIPATORY SYSTEMS;AIP Conference Proceedings;;;;9th International Conference on Computing Anticipatory Systems;AUG 03-08, 2009;Univ Liege, Liege, BELGIUM;ASBL, Ctr Hyperincurs & Anticipat Ordered Syst, Natl Fund Sci Res, Univ Liege, HEC Management Sch, Euro View Serv SA, Hotel Ville Liege;Univ Liege;;;The classical paradigm of the neural brain as the seat of human natural intelligence is too restrictive. This paper defends the idea that the neural ectoderm is the actual brain, based on the development of the human embryo. Indeed, the neural ectoderm includes the neural crest, given by pigment cells in the skin and ganglia of the autonomic nervous system, and the neural tube, given by the brain, the spinal cord, and motor neurons. So the brain is completely integrated in the ectoderm, and cannot work alone. The paper presents fundamental properties of the brain as follows. Firstly, Paul D. MacLean proposed the triune human brain, which consists to three brains in one, following the species evolution, given by the reptilian complex, the limbic system, and the neo-cortex. Secondly, the consciousness and conscious awareness are analysed. Thirdly, the anticipatory unconscious free will and conscious free veto are described in agreement with the experiments of Benjamin Libet. Fourthly, the main section explains the development of the human embryo and shows that the neural ectoderm is the whole neural brain. Fifthly, a conjecture is proposed that the neural brain is completely programmed with scripts written in biological low-level and high-level languages, in a manner similar to the programmed cells by the genetic code. Finally, it is concluded that the proposition of the neural ectoderm as the whole neural brain is a breakthrough in the understanding of the natural intelligence, and also in the future design of robots with artificial intelligence.;;;;;;;;;;;;;;;;;0094-243X;;978-0-7354-0858-6;;;;2010;1303;;;;;;236;245;;;;;;;;;WOS:000287168400025;;;;;;
S;"Schroder, L; Venema, Y";;"Gastin, P; Laroussinie, F";;"Schroder, Lutz; Venema, Yde";;;Flat Coalgebraic Fixed Point Logics;CONCUR 2010 - CONCURRENCY THEORY;Lecture Notes in Computer Science;;;;21st Conference on Concurrency Theory;AUG 31-SEP 03, 2010;Univ Denis Diderot, Paris, FRANCE;CNRS, INRIA, ENS Cachan, Univ Denis Diderot;Univ Denis Diderot;;;Fixed point logics are widely used in computer science in particular in artificial intelligence and concurrency The most expressive logics of this type are the mu-calculus and its relatives However popular fixed point logics tend to trade expressivity for simplicity and readability, and in fact often live within the single variable fragment of the mu calculus The family of such flat fixed point logics includes e g CTL the *-nesting-free fragment of PDL and the logic of common knowledge Here we extend this notion to the generic semantic framework of coalgebraic logic thus covering a wide range of logics beyond the standard mu-calculus including e g, flat fragments of the graded mu-calculus and the alternating-time mu-calculus (such as ATL) as well as probabilistic and monotone fixed point logics Our main results are completeness of the Kozen Park axiom ataation and a timed-out tableaux method that matches EXPTimE upper bounds inherited from the coalgebraic mu-calculus but avoids using automata;;;;;;;;;;;;;;;;;0302-9743;;978-3-642-1537407;;;;2010;6269;;;;;;524;+;;;;;;;;;WOS:000285373500036;;;;;;
B;"Lorents, P; Ottis, R";;"Czosseck, C; Podins, K";;"Lorents, Peeter; Ottis, Rain";;;KNOWLEDGE BASED FRAMEWORK FOR CYBER WEAPONS AND CONFLICT;CONFERENCE ON CYBER CONFLICT, PROCEEDINGS 2010;;;;;International Conference on Cyber Conflict 2010;JUL 15-18, 2010;Cooperat Cyber Defence Ctr Excellence, Tallinn, ESTONIA;European Union Regional Dev Fund, Braking Point, Microsoft, NETWITNES, skype;Cooperat Cyber Defence Ctr Excellence;;;In recent years there have been a number of international conflicts that have been mirrored by a parallel campaign of hostile actions in cyber-space. This, in turn, has prompted various attempts to analyze the phenomenon and explain the threat to the wider public. Unfortunately, however, the reports and analysis are often confusing and can include rather arbitrary use of various cyber buzz words. It follows that there is a need for a formal rigorous model for describing and analyzing cyber conflicts. Formal methods are also necessary for developing artificial intelligence-enabled offensive and defensive systems for cyber conflicts. In order to provide a remedy for this issue, we propose a formalized framework of key terms in cyber conflict. We begin by revisiting the concepts of knowledge, data and information. Based on that we proceed to define information system and intelligent system. We provide a formal description for the concept of destroying and falsifying information and explain the concepts of confidentiality, integrity and availability as part of our framework. We then propose definitions for cyber weapons, cyber incidents, cyber attacks, cyber espionage, cyber conflicts and finally, cyberwar. The framework is based on formal logic and allows for theoretical, experimental or empirical research with mathematically provable results. As such, it can provide a solid backbone for cyber conflict research, which is often based on less rigorous methods.;;;;Ottis, Rain/A-7754-2019;Ottis, Rain/0000-0002-1362-1733;;;;;;;;;;;;;;978-9949-9040-1-3;;;;2010;;;;;;;129;142;;;;;;;;;WOS:000392673700007;;;;;;
S;"Sundar, S; Singh, A; Rossi, A";;"Ranka, S; Banerjee, A; Biswas, KK; Dua, S; Mishra, P; Moona, R; Poon, SH; Wang, CL";;"Sundar, Shyam; Singh, Alok; Rossi, Andre";;;An Artificial Bee Colony Algorithm for the 0-1 Multidimensional Knapsack Problem;CONTEMPORARY COMPUTING, PT 1;Communications in Computer and Information Science;;;;3rd International Conference on Contemporary Computing;AUG 09-11, 2010;Noida, INDIA;Jaypee Inst Informat Technol, Univ Florida;;;;In this paper, we present an artificial bee colony (ABC) algorithm for the 0-1 Multidimensional Knapsack Problem (MKP_01). The objective of MKP_01 is to find a subset of a given set of n objects in such a way that the total profit of the objects included in the subset is maximized, while a set of knapsack constraints remains satisfied. The ABC algorithm is a new metaheuristic technique based on the intelligent foraging behavior of honey bee swarms. Heuristic-based repair operators and local search are incorporated into our ABC algorithm. Computational results demonstrate that our ABC algorithm not only produces better results but converges very rapidly in comparison with other swarm-based approaches.;;;;;Rossi, Andre/0000-0002-3689-7185;;;;;;;;;;;;1865-0929;1865-0937;978-3-642-14833-0;;;;2010;94;;;;;;141;+;;10.1007/978-3-642-14834-7_14;;;;;;;WOS:000289705700014;;;;;;
B;"Kuperin, YA; Mekler, AA; Schwartz, DR; Kniazeva, I; Rimar, VI; Dmitrenko, VV; Kavsan, VM";;"Sohrab, SH; Catrakis, HJ; Kobasko, N";;"Kuperin, Y. A.; Mekler, A. A.; Schwartz, D. R.; Kniazeva, I.; Rimar, V. I.; Dmitrenko, V. V.; Kavsan, V. M.";;;THE ARTIFICIAL NEURAL NETWORKS IMPLEMENTATION IN GLIOBLASTOMA DIAGNOSTICS;CONTINUUM MECHANICS, FLUIDS, HEAT;WSEAS Mechanical Engineering Series;;;;5th IASME/WSEAS International Conference on Continuum Mechanics/7th WSEAS International Conference on Fluid Mechanics/7th WSEAS International Conference on Heat and Mass Transfer;FEB 23-25, 2010;Univ Cambridge, Cambridge, ENGLAND;;Univ Cambridge;;;The results of classification of gene expression profiles in human brain tumor - glioblastoma - and healthy tissue are presented. It is shown, that difference in gene expression profiles is significant enough to make it possible diagnostics implementing artificial intelligence methods. Self-organizing maps and perceptron were used in the study. In the first case we have got a good discrimination of gene expression profiles on the trained map. In the second case trained artificial neural network did perform a successful classification on the test data set-97.7% were classified correctly.;;;;Kuperin, Yuri/G-2679-2015;Kuperin, Yuri/0000-0003-0610-8963;;;;;;;;;;;;;;978-960-474-158-8;;;;2010;;;;;;;173;177;;;;;;;;;WOS:000276890300024;;;;;;
S;"Kim, J; Yoon, KH; Yoon, T; Lee, JH";;Luo, YH;;"Kim, Jaekwang; Yoon, Kwang Ho; Yoon, Taebok; Lee, Jee-Hyong";;;Cooperative Learning by Replay Files in Real-Time Strategy Game;COOPERATIVE DESIGN, VISUALIZATION, AND ENGINEERING;Lecture Notes in Computer Science;;;;7th International Conference on Cooperative Design, Visualization, and Engineering;SEP 19-22, 2010;Calvia, SPAIN;;;;;In real-time strategy game, the game artificial intelligence is not smart enough. That makes people feel boring. In this paper, we suggest a novel method about a cooperative learning of build-order improving the artificial intelligence in real-time strategy game in order to make games funny. We use the huge game replay file for it.;;;;;Kim, Jaekwang/0000-0001-5174-0074;;;;;;;;;;;;0302-9743;1611-3349;978-3-642-16065-3;;;;2010;6240;;;;;;47;51;;;;;;;;;WOS:000286442300007;;;;;;
S;"Lackner, G; Teufl, P; Weinberger, R";;"Heng, SH; Wright, RN; Goi, BM";;"Lackner, Guenther; Teufl, Peter; Weinberger, Roman";;;User Tracking Based on Behavioral Fingerprints;CRYPTOLOGY AND NETWORK SECURITY;Lecture Notes in Computer Science;;;;9th International Conference on Cryptology and Network Security;DEC 12-14, 2010;Kuala Lumpur, MALAYSIA;Multimedia Univ, Univ Tunku Abdul Rahman;;;;The pervasiveness of wireless communications networks is advancing particularly in metropolitan areas. Broadband computer networks as IEEE 802.11 are seriously competing with cellular network technologies such as UMTS and HSDPA. Unfortunately, this increased mobility comes with privacy and security related issues. We are currently in the process of identifying possible attacks on the privacy of wireless network users, since the development of effective countermeasures is only possible with a thorough understanding of such attacks. One serious threat we are discussing here, is the tracking of users in metropolitan networks by means of determining their physical location. Any individual user can be identified either by the devices she is using or by the behavior she is displaying. Suitable features range from single identifiers such as IP or MAC addresses to complex conglomerates of different values that provide valuable information due to their combination. This article focuses on the extraction and analysis of features that are valuable for fingerprinting by employing Activation Patterns, a concept based on artificial intelligence and machine learning techniques. The concept is applied to email header data, since this allows for an effective illustration of the employed techniques. Furthermore, due to the human understandable data, we can easily evaluate the effectiveness of the concept before we start to analyze more complex data-sets.;;;;;;;;;;;;;;;;;0302-9743;1611-3349;978-3-642-17618-0;;;;2010;6467;;;;;;76;+;;;;;;;;;WOS:000286412700007;;;;;;
S;"Shidanshidi, H; Naghdy, F; Naghdy, G; Conroy, DW";;"Nakatsu, R; Tosa, N; Naghdy, F; Wong, KW; Codognet, P";;"Shidanshidi, Hooman; Naghdy, Fazel; Naghdy, Golshah; Conroy, Diana Wood";;;3D Geometric and Haptic Modeling of Hand-Woven Textile Artifacts;CULTURAL COMPUTING;IFIP Advances in Information and Communication Technology;;;;2nd IFIP TC 14 Entertainment Computing Symposium, ECS 2010;SEP 20-23, 2010;Australian Comp Soc, Brisbane, AUSTRALIA;;Australian Comp Soc;;;Haptic Modeling of textile has attracted significant interest over the last decade. In spite of extensive research, no generic system has been proposed. The previous work mainly assumes that textile has a 2D planar structure. They also require time-consuming objective measurement of textile properties in mechanical/physical model construction. A novel approach for haptic modeling of textile is proposed to overcome the existing shortcomings. The method is generic, assumes a 3D structure textile artifact, and deploys computational intelligence to estimate textile mechanical and physical properties. The approach is designed primarily for display of textile artifacts in museums. The haptic model is constructed by superimposing the mechanical model of textile over its 3D geometrical model. Digital image processing is applied to the still image of textile to identify its pattern and structure. In order to deal with the non-linearities associated with the textile, a fuzzy rule-based expert system is deployed. This information is then used to generate a 3D geometric model of the artifact in VRML. Selected mechanical and physical properties of the textile are estimated by an artificial neural network with the textile geometric characteristics and yarn properties as inputs. The neural network learning and verification and validation processes are carried out by a sample data set. The mechanical properties are used in the construction of the textile mechanical model. The haptic rendered model is generated by superimposing the physical/mechanical model over the 3D geometric model. This model has been implemented and rendered in Reachin environment, provided an interactive Virtual Reality environment where the user can navigate the graphic 3D presentation of the textile and touch it by a haptic device. Different samples have been modeled and the whole approach has been validated. The interface can be provided in both in the physical environment and through the cyberspace. The validation of method indicates the feasibility of the approach and its superiority to other haptic modeling algorithms.;;;;;;;;;;;;;;;;;1868-4238;;978-3-642-15213-9;;;;2010;333;;;;;;87;+;;;;;;;;;WOS:000303172900009;;;;;;
S;Suiter, W;;"Nakatsu, R; Tosa, N; Naghdy, F; Wong, KW; Codognet, P";;Suiter, Wendy;;;The Promise of Fuzzy Logic in Generalised Music Composition;CULTURAL COMPUTING;IFIP Advances in Information and Communication Technology;;;;2nd IFIP TC 14 Entertainment Computing Symposium, ECS 2010;SEP 20-23, 2010;Australian Comp Soc, Brisbane, AUSTRALIA;;Australian Comp Soc;;;The paper outlines the rationale for using Fuzzy Logic, and Granular Computing, to emulate compositional decision making processes. Significant features of this Fuzzy Logic framework are that ambiguity in the music is maintained, while allowing the evolution of unfolding processes which reflects the temporal nature of music as performed. Granular Computing and Fuzzy Logic have been designed for physical and IT engineering applications to automate complex tasks. Fuzzy Logic is not only useful as an analytical concept, but also, can be generally applied to the production of music itself through a Fuzzy Logic control system. As artificial intelligence design and computing power both improve, it may well become possible to perform this work by digital means. My present research will contribute to this development through the identification of the significant compositional elements and their connective grammar. Once, these have been determined, then automated ways to compose music can be developed.;;;;;Suiter, Wendy/0000-0002-2901-0240;;;;;;;;;;;;1868-4238;;978-3-642-15213-9;;;;2010;333;;;;;;118;127;;;;;;;;;WOS:000303172900012;;;;;;
S;Johnson, WL;;Ishida, T;;Johnson, W. Lewis;;;Using Immersive Simulations to Develop Intercultural Competence;CULTURE AND COMPUTING: COMPUTING AND COMMUNICATION FOR CROSSCULTURAL INTERACTION;Lecture Notes in Computer Science;;;;1st International Conference on Culture and Computing;FEB 22-23, 2010;Kyoto, JAPAN;Kyoto Univ, Graduate Sch Informat, Kyoto Univ, Acad Ctr Comp & Media Studies, Kyoto Univ Global COE Program Informat Educ & Res Ctr Knowledge Circulating Soc, Ritsumeikan Univ Global COE Program Digital Humanities Ctr Japanese Arts & Cultures, Inst Kyoto, Adv Sci Technol & Management Res, Kyoto Res Park Corp;;;;This chapter describes a simulation-based approach to cultural competency training realized in the Alelo family of learning products. It is intended to help people who may not be cultural specialists to quickly develop the cultural skills they need to be effective in intercultural settings. This includes the knowledge and skills necessary to handle common situations involving intercultural interactions, as well as the adaptability needed to cope with unexpected intercultural interactions. Crucially, it utilizes simulations of intercultural encounters that learners are likely to experience in the course of carrying out their jobs or missions, which help learners develop the skills and confidence necessary to be effective in those situations. The approach also supports the assessment of cultural competence by testing trainees in simulated intercultural encounters. The approach makes use of a number of innovative technologies, but most importantly immersive game and artificial intelligence technologies.;;;;;;;;;;;;;;;;;0302-9743;;978-3-642-17183-3;;;;2010;6259;;;;;;1;15;;;;;;;;;WOS:000286092800001;;;;;;
S;"Pulido, B; Bregon, A; Alonso-Gonzalez, CJ";;"Meseguer, P; Mandow, L; Gasca, RM";;"Pulido, Belarmino; Bregon, Anibal; Alonso-Gonzalez, Carlos J.";;;Analyzing the Influence of Differential Constraints in Possible Conflict and ARR Computation;CURRENT TOPICS IN ARTIFICIAL INTELLIGENCE;Lecture Notes in Artificial Intelligence;;;;13th Conference of the Spanish-Association-for-Artificial-Intelligence (CAEPIA 2009);NOV 09-13, 2009;Seville, SPAIN;Gobierno Espana Minist Ciencia & Innovac, Junta Andalucia, Univ Sevilla, Dynadec, Fidetia, Spanish Assoc Artificial Intelligence;;;;Diagnosis of real world problems demands the integration of different techniques from several research fields. In Model-based Diagnosis, both Artificial Intelligence and Control Theory communities have provided different but complementary approaches. Recent works, known as BRIDGE proposal, provided a common framework for the integration of techniques for static systems. This work proposes the extension of the BRIDGE framework for a specific class of dynamic systems, thus analyzing the influence of dynamic constraints in the behavior estimation capabilities for two Model-based Diagnosis techniques: Possible Conflicts and Analytical Redundancy Relations obtained through structural analysis. Results show the strong similarities between them, and provide new ways for integration of techniques from both areas. Additionally, algorithms computing Possible Conflicts provide the implicit structural model for state observer design with no extra knowledge added in the model. Results on a case study are provided, then compared and discussed against existing proposals.;;;;"Alonso-Gonzalez, Carlos J./ABF-9199-2020; Bregon, Anibal/R-6700-2018; Alonso-Gonzalez, Carlos Javier J./G-1073-2018; Junquera, Belarmino Pulido/I-2506-2015";"Bregon, Anibal/0000-0001-6752-1159; Alonso-Gonzalez, Carlos Javier J./0000-0003-4136-9632; Junquera, Belarmino Pulido/0000-0003-2340-684X";;;;;;;;;;;;0302-9743;;978-3-642-14263-5;;;;2010;5988;;;;;;11;21;;;;;;;;;WOS:000286868800002;;;;;;
S;Jakobson, G;;"Buford, JF; Jakobson, G; Erickson, J; Tolone, WJ; Ribarsky, W";;Jakobson, Gabriel;;;Incorporating time and spatial-temporal reasoning into situation management;"CYBER SECURITY, SITUATION MANAGEMENT, AND IMPACT ASSESSMENT II; AND VISUAL ANALYTICS FOR HOMELAND DEFENSE AND SECURITY II";Proceedings of SPIE-The International Society for Optical Engineering;;;;"Conference on Cyber Security, Situation Management, and Impact Assessment II; and Visual Analytics for Homeland Defense and Security II";APR 05-09, 2010;Orlando, FL;SPIE;;;;Spatio-temporal reasoning plays a significant role in situation management that is performed by intelligent agents (human or machine) by affecting how the situations are recognized, interpreted, acted upon or predicted. Many definitions and formalisms for the notion of spatio-temporal reasoning have emerged in various research fields including psychology, economics and computer science (computational linguistics, data management, control theory, artificial intelligence and others). In this paper we examine the role of spatio-temporal reasoning in situation management, particularly how to resolve situations that are described by using spatio-temporal relations among events and situations. We discuss a model for describing context sensitive temporal relations and show have the model can be extended for spatial relations.;;;;;;;;;;;;;;;;;0277-786X;;978-0-8194-8173-3;;;;2010;7709;;;;;;;;77090H;10.1117/12.855638;;;;;;;WOS:000285718800011;;;;;;
S;Saraswat, M;;"Bringas, PG; Hameurlain, A; Quirchmayr, G";;Saraswat, Mala;;;Efficiently Finding Similar Objects on Ontologies Using Earth Mover's Distance;DATABASE AND EXPERT SYSTEMS APPLICATIONS, PT 2;Lecture Notes in Computer Science;;;;21st International Conference on Database and Expert systems Applications;AUG 30-SEP 03, 2010;Univ Deusto, Bilbao, SPAIN;;Univ Deusto;;;Ontologies are being progressively used to capture the semantics of information from various sources. They have wide area of usage ranging from artificial intelligence, natural language processing to web content and biology. This paper proposes the problem of finding similar objects that have been defined as a set of terms from an ontology. We consider tree-based ontologies where a node represents a term and an edge weight defines the distance or dissimilarity between corresponding terms. For object distance, Earth Mover's Distance (EMD) is used as it outperforms other distance measures like average and minimum pair-wise distance. EMD, however is highly computationally intensive as it involves solution to linear programming (LP) problem. We propose an efficient lower bound on computing EMD by aggregating the terms in the ontology at the first level of the tree. This reduces the number of terms, thereby decreasing the number of flow variables and making it computationally faster. Range queries that use the lower bound runs faster by up to a factor of 20, as approximately 97% percentage of database objects are pruned, thereby saving expensive EMD calculations.;;;;;;;;;;;;;;;;;0302-9743;;978-3-642-15250-4;;;;2010;6262;;;;;;360;374;;;;;;;;;WOS:000285525100029;;;;;;
S;"Zhong, XQ; Fu, HG; Jiang, Y";;"Zhang, Y; Cuzzocrea, A; Ma, JH; Chung, KI; Arslan, T; Song, XF";;"Zhong, Xiuqin; Fu, Hongguang; Jiang, Yan";;;Coupling Ontology with Rule-Based Theorem Proving for Knowledge Representation and Reasoning;DATABASE THEORY AND APPLICATION, BIO-SCIENCE AND BIO-TECHNOLOGY;Communications in Computer and Information Science;;;;International Conference on Database Theory and Application/International Conference on Bio-Science and Bio-Technology;DEC 13-15, 2010;Jeju Island, SOUTH KOREA;;;;;Theorem proving is an important topic in artificial intelligence. Several methods have already been proposed in this field, especially in geometry theorem proving. Since they belong to algebraic elimination method or artificial intelligence method, it is difficult to use them to express domain knowledge clearly or represent hierarchy of systems. Therefore, we build a loosely coupled system to combine ontology and rule-based reasoning. Firstly, we construct elementary geometry ontology with OWL DL by creating classes, properties and constraints for searching or reasoning in domains. Then we design bidirectional reasoning based on rules and reasoning strategies such as all-connection method, numerical test method, rule classification methods and so on for complex reasoning. The system greatly improves sharing and reusability of domain knowledge and simultaneously implements readable proofs for geometry theorem proving efficiently.;;;;;;;;;;;;;;;;;1865-0929;;978-3-642-17621-0;;;;2010;118;;;;;;110;119;;;;;;;;;WOS:000288690600012;;;;;;
S;"Pu, WY; Rui, YN; Zhao, LS; Zhang, CY";;"Chai, GZ; Lu, CD; Wen, DH";;"Pu, Wenyu; Rui, Yunnain; Zhao, Liansheng; Zhang, Chunyan";;;Intelligence Selection System for Honing Parameter Based on Genetics and Artificial Neural Networks;DIGITAL DESIGN AND MANUFACTURING TECHNOLOGY, PTS 1 AND 2;Advanced Materials Research;;;;Global Conference on Digital Design and Manufacturing Technology;APR 26-28, 2010;Hangzhou, PEOPLES R CHINA;Comm Drawing Tech, China Engn Graph Soc, Zhejiang Univ Technol, Wenzhou Vocat & Tech Coll;;;;Appropriate selecting of process parameters influences the machining quality greatly. For honing, the main factors are product precision, material components and productivity. In view of this situation, a intelligence selection model for honing parameter based on genetics and artificial neural networks was built by using excellent robustness, fault-tolerance of artificial neural networks optimization process and excellent self-optimum of genetic algorithm. It can simulate the decision making progress of experienced operators, abstract the relationship from process data and machining incidence, realize the purpose of intelligence selection honing parameter through copying, exchanging, aberrance, replacement strategy and neural networks training. Besides, experiment was performed and the results helped optimize the theories model. Both the theory and experiment show the updated level and feasibility of this system.;;;;;;;;;;;;;;;;;1022-6680;;;;;;2010;102-104;;1-2;;;;846;+;;10.4028/www.scientific.net/AMR.102-104.846;;;;;;;WOS:000280317100176;;;;;;
